CREATE TABLE `app_all` (`app_id` BIGINT NOT NULL, PRIMARY KEY (`app_id`));
CREATE TABLE `app_events` (`event_id` BIGINT NOT NULL, `app_id` BIGINT NOT NULL, `is_installed` BIGINT, `is_active` BIGINT, PRIMARY KEY (`event_id`,`app_id`));
CREATE TABLE `app_events_relevant` (`event_id` BIGINT NOT NULL, `app_id` BIGINT NOT NULL, `is_installed` BIGINT, `is_active` BIGINT, PRIMARY KEY (`event_id`,`app_id`));
CREATE TABLE `app_labels` (`app_id` BIGINT, `label_id` BIGINT, `rowid` BIGINT NOT NULL, PRIMARY KEY (`rowid`));
CREATE TABLE `events` (`event_id` BIGINT NOT NULL, `device_id` BIGINT, `timestamp` DATETIME, `longitude` DOUBLE, `latitude` DOUBLE, PRIMARY KEY (`event_id`));
CREATE TABLE `events_relevant` (`event_id` BIGINT NOT NULL, `device_id` BIGINT, `timestamp` DATETIME, `longitude` DOUBLE, `latitude` DOUBLE, PRIMARY KEY (`event_id`));
CREATE TABLE `gender_age` (`device_id` BIGINT NOT NULL, `gender` TEXT, `age` BIGINT, `_group` TEXT, PRIMARY KEY (`device_id`));
CREATE TABLE `gender_age_test` (`device_id` BIGINT NOT NULL, PRIMARY KEY (`device_id`));
CREATE TABLE `gender_age_train` (`device_id` BIGINT NOT NULL, `gender` TEXT, `age` BIGINT, `_group` TEXT, PRIMARY KEY (`device_id`));
CREATE TABLE `label_categories` (`label_id` BIGINT NOT NULL, `category` TEXT, PRIMARY KEY (`label_id`));
CREATE TABLE `phone_brand_device_model2` (`device_id` BIGINT NOT NULL, `phone_brand` VARCHAR(100) NOT NULL, `device_model` VARCHAR(100) NOT NULL, PRIMARY KEY (`device_id`,`phone_brand`,`device_model`));
CREATE TABLE `sample_submission` (`device_id` BIGINT NOT NULL, `F23_` DOUBLE, `F24_26` DOUBLE, `F27_28` DOUBLE, `F29_32` DOUBLE, `F33_42` DOUBLE, `F43_` DOUBLE, `M22_` DOUBLE, `M23_26` DOUBLE, `M27_28` DOUBLE, `M29_31` DOUBLE, `M32_38` DOUBLE, `M39_` DOUBLE, PRIMARY KEY (`device_id`));
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (844, -6689096779184407258, 1, 0);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (4995, 8693964245073640147, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (4995, 8948670408023620661, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6295, -6523885758313726543, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6295, 1088227414300337900, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6295, 5927333115845830913, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6295, 7824774090382343969, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6295, 8693964245073640147, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6345, 5516228268441717785, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6956, -7377004479023402858, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6956, -3139917224122487612, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6956, -145658454112781034, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6956, 2573347998353828628, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6956, 3433289601737013244, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6956, 4244331088397413857, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6956, 4348659952760821294, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6956, 6284164581582112235, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6956, 7348340405200054701, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6956, 7734373599084154974, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (6956, 8693964245073640147, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (7044, -8412251392659440206, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (7044, -2607022802331167701, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (7044, -2601063888892814087, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (7044, 4348659952760821294, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (7044, 4521626599305779338, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (7044, 5099453940784075687, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (7044, 6324195578393301030, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (7044, 6507914788758818830, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (7044, 7321311297909996270, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (7044, 8693964245073640147, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -9192350788455346872, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -6993256918768853977, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -6590029937880196169, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -6172775651801283024, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -6159006306231678365, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -6098437695588462435, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -5091763936250948871, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -4532036554977283654, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -3955212733485100109, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -3864848260969172656, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -2320783822570582843, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -2145434552412465677, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -653184325026622087, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -653184324994839917, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -479049529392216773, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -231314370348984389, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -196592189248911642, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, -186202630590789100, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 33792862810792679, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 1183530713303335378, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 2229153468836897886, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 3433289601737013244, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 3673939281555480663, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 4244331088397413857, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 4261410344857061106, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 5927333115845830913, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 6284164581582112235, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 6324195652616170521, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 6430794076474320028, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 6666573790390922930, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 7320912293625979611, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 7348340405200054701, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 7485582568214420000, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 8483751493632839871, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 8573718163932041163, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 8693964245073640147, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 8948670408023620661, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8429, 9112463114311278255, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, -8412251392659440206, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, -6495294668362552591, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, -4903991800006656153, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, -2607022802331167701, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, -2601063888892814087, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 429374175315151221, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 3145071775525381138, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 4244331088397413857, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 4348659952760821294, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 4521626599305779338, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 5099453940784075687, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 5195654633279707117, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 5927333115845830913, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 7140875290462183693, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 7316250158002095415, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 7321311297909996270, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 7323585663628099255, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 7324902455526863978, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 7348340405200054701, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8507, 8693964245073640147, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, -5472633337921616096, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 3433289601737013244, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 4348659952760821294, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 4775896950989639373, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 5070413844955847732, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 5203158459421976765, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 5927333115845830913, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 6223317103697015495, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 6284164581582112235, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 6666573783032938001, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 7312373804269065586, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 7495715957403479953, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 7495716534942552082, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8514, 8693964245073640147, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8553, -9025895417542825280, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8553, -5368809411346728624, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8553, 444351139908101506, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8553, 1001398498434380294, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8553, 5927333115845830913, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8553, 6956699582426139508, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8553, 7348340405200054701, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (8553, 8693964245073640147, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (10223, -6523885758313726543, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (10223, -2320783822570582843, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (10223, 5927333115845830913, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (10223, 7824774090382343969, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (10223, 8693964245073640147, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (10332, -7685129465082408908, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (10332, -3377762563562413489, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (11532, -8678568584846099664, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (11532, -6793861127573349654, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (11532, -5368809411346728624, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (11532, -1596342834117879984, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (11532, -790047866881423788, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (11532, -755461362045697404, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (11532, -4986139885405704, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (11532, 4348659952760821294, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (11532, 5927333115845830913, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (11532, 6607018907660377991, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (11532, 6666573783032938001, 1, 1);
INSERT INTO `app_events` (`event_id`, `app_id`, `is_installed`, `is_active`) VALUES (11532, 7318279094145460336, 1, 1);
